timestamp,cloud_provider,user_id,source_ip,action,resource,region,status,bytes_transferred,authentication_method,privilege_level,attack_type
2026-08-01 01:57:00,AWS,user_151,40.183.3.82,Login,Database,eu-west-1,failed,6469,MFA,user,Normal
2026-08-01 01:59:00,AWS,user_051,127.206.93.1,ListResources,Compute,us-east-1,failed,28674,MFA,user,Normal
2026-08-01 02:01:00,GCP,user_030,20.143.234.154,FailedLogin,Compute,europe-west1,failed,8279,Password,user,Credential Attack
2026-08-01 02:05:00,AWS,user_051,203.108.11.41,Logout,IAM,us-east-1,success,8941,Password,developer,Normal
2026-08-01 02:09:00,GCP,user_154,129.91.12.3,Logout,IAM,europe-west1,success,8965,Password,user,Normal
2026-08-01 02:10:00,GCP,user_020,28.114.154.211,APIRequest,IAM,asia-south1,success,27120,MFA,user,Normal
2026-08-01 02:13:00,AWS,user_081,74.169.85.177,Logout,Storage,us-east-1,failed,14509,MFA,user,Normal
2026-08-01 02:13:00,GCP,user_180,125.223.83.36,ReadResource,Compute,us-central1,success,11313,MFA,user,Normal
2026-08-01 02:16:00,AWS,user_043,43.114.146.10,ListResources,Database,eu-west-1,failed,29596,MFA,user,Normal
2026-08-01 02:17:00,Azure,user_065,68.156.231.130,ReadResource,Database,East US,success,21141,MFA,developer,Normal
2026-08-01 02:19:00,GCP,user_030,10.168.222.47,AssumeAdminRole,Database,us-central1,failed,13629,Password,admin,Privilege Escalation
2026-08-01 02:19:00,GCP,user_185,79.0.243.94,APIRequest,Database,europe-west1,success,31558,Password,developer,Normal
2026-08-01 02:23:00,Azure,user_066,217.174.170.14,ReadResource,Database,Central India,success,28095,MFA,user,Normal
2026-08-01 02:28:00,AWS,user_134,91.228.81.181,CrossCloudLogin,Compute,ap-south-1,failed,3883594,Password,admin,Cross-Cloud Attack
2026-08-01 02:29:00,Azure,user_018,193.213.199.176,APIRequest,Storage,West Europe,success,32336,MFA,user,Normal
2026-08-01 02:32:00,GCP,user_067,37.37.150.88,Login,Compute,europe-west1,success,45494,Password,user,Normal
2026-08-01 02:38:00,GCP,user_001,206.46.62.65,Login,Database,asia-south1,success,37987,MFA,user,Normal
2026-08-01 02:41:00,AWS,user_177,87.38.135.85,ReadDatabase,Database,us-east-1,failed,902681,MFA,developer,Data Exfiltration
2026-08-01 02:51:00,GCP,user_093,149.36.174.48,Logout,Database,asia-south1,success,37379,Password,developer,Normal
2026-08-01 02:51:00,AWS,user_044,15.176.197.78,CreateAccessKey,Database,us-east-1,failed,4506,Password,user,Credential Attack
2026-08-01 02:52:00,AWS,user_102,161.214.49.45,Logout,Storage,us-east-1,success,44810,MFA,user,Normal
2026-08-01 02:59:00,AWS,user_182,157.60.3.97,ReadResource,Compute,us-east-1,success,6985,MFA,user,Normal
2026-08-01 03:00:00,Azure,user_049,84.242.78.247,Logout,Compute,East US,success,27753,Password,user,Normal
2026-08-01 03:00:00,Azure,user_113,168.233.102.104,ReadResource,Database,East US,success,41857,Password,developer,Normal
2026-08-01 03:01:00,GCP,user_098,66.192.6.240,LargeDataTransfer,Database,europe-west1,success,3970784,MFA,developer,Data Exfiltration
2026-08-01 03:08:00,AWS,user_007,208.222.194.110,Logout,Compute,us-east-1,success,32744,MFA,user,Normal
2026-08-01 03:08:00,Azure,user_107,166.47.110.49,ReadResource,IAM,East US,failed,38607,MFA,user,Normal
2026-08-01 03:09:00,GCP,user_085,167.59.231.100,ReadResource,IAM,asia-south1,failed,18034,MFA,developer,Normal
2026-08-01 03:10:00,GCP,user_106,117.167.196.137,ListResources,IAM,asia-south1,success,27636,MFA,user,Normal
2026-08-01 03:13:00,GCP,user_128,144.47.174.136,LargeDataTransfer,Compute,europe-west1,failed,4667764,MFA,developer,Cross-Cloud Attack
2026-08-01 03:14:00,Azure,user_197,117.50.185.66,ListResources,IAM,West Europe,failed,6904,Password,user,Normal
2026-08-01 03:15:00,AWS,user_119,95.49.148.145,CrossCloudLogin,Database,eu-west-1,success,1197991,Password,admin,Cross-Cloud Attack
2026-08-01 03:16:00,Azure,user_088,157.44.50.64,Logout,IAM,West Europe,success,42075,MFA,user,Normal
2026-08-01 03:20:00,AWS,user_047,65.192.214.117,CrossCloudLogin,Compute,ap-south-1,success,4750011,Password,developer,Cross-Cloud Attack
2026-08-01 03:25:00,GCP,user_085,171.124.57.140,Login,Compute,europe-west1,success,31744,Password,user,Normal
2026-08-01 03:26:00,GCP,user_194,47.133.227.78,Login,Database,europe-west1,success,13607,Password,user,Normal
2026-08-01 03:26:00,Azure,user_130,30.3.208.47,LargeDataTransfer,Storage,Central India,success,3971119,Password,admin,Cross-Cloud Attack
2026-08-01 03:26:00,Azure,user_116,171.138.98.105,CrossCloudResourceAccess,IAM,Central India,success,1389645,Password,admin,Cross-Cloud Attack
2026-08-01 03:27:00,GCP,user_003,146.107.189.172,ReadResource,Compute,europe-west1,success,42772,Password,user,Normal
2026-08-01 03:28:00,Azure,user_118,108.210.180.103,Login,IAM,West Europe,failed,24748,MFA,user,Normal
2026-08-01 03:29:00,AWS,user_154,178.133.7.103,Logout,IAM,ap-south-1,failed,41067,Password,developer,Normal
2026-08-01 03:35:00,Azure,user_134,211.51.24.85,Login,Compute,Central India,failed,25780,Password,user,Normal
2026-08-01 03:36:00,AWS,user_129,48.95.80.93,CrossCloudLogin,IAM,eu-west-1,success,2074334,Password,admin,Cross-Cloud Attack
2026-08-01 03:40:00,GCP,user_075,76.179.214.117,APIRequest,IAM,us-central1,success,7239,Password,developer,Normal
2026-08-01 03:41:00,GCP,user_161,179.92.199.89,ReadResource,Database,asia-south1,success,31071,Password,developer,Normal
2026-08-01 03:45:00,Azure,user_004,218.234.218.73,ReadResource,Database,East US,success,39735,Password,developer,Normal
2026-08-01 03:45:00,GCP,user_137,71.234.227.43,CrossCloudResourceAccess,Storage,asia-south1,failed,2886216,MFA,developer,Cross-Cloud Attack
2026-08-01 03:47:00,AWS,user_087,121.24.237.73,LargeDataTransfer,IAM,ap-south-1,success,4316727,MFA,developer,Data Exfiltration
2026-08-01 03:53:00,AWS,user_002,109.110.62.152,AssumeAdminRole,Storage,eu-west-1,failed,3462,MFA,admin,Privilege Escalation
2026-08-01 03:54:00,Azure,user_154,57.187.179.152,CrossCloudLogin,IAM,West Europe,success,3735194,MFA,admin,Cross-Cloud Attack
2026-08-01 03:56:00,GCP,user_130,49.56.200.161,Login,Storage,us-central1,success,44200,Password,user,Normal
2026-08-01 03:56:00,Azure,user_046,187.64.105.37,LargeDataTransfer,Compute,West Europe,success,4493082,MFA,developer,Data Exfiltration
2026-08-01 04:16:00,GCP,user_143,204.206.211.214,ListResources,Database,europe-west1,success,38862,MFA,user,Normal
2026-08-01 04:17:00,Azure,user_019,16.149.121.84,APIRequest,IAM,East US,success,9915,Password,user,Normal
2026-08-01 04:23:00,Azure,user_056,12.37.252.55,APIRequest,Compute,East US,success,25635,MFA,user,Normal
2026-08-01 04:29:00,AWS,user_001,217.152.28.66,ReadResource,IAM,ap-south-1,success,13403,MFA,user,Normal
2026-08-01 04:31:00,GCP,user_037,95.54.128.62,Logout,Storage,us-central1,success,9237,MFA,user,Normal
2026-08-01 04:33:00,Azure,user_018,179.184.55.5,ListResources,Database,Central India,failed,33327,MFA,user,Normal
2026-08-01 04:33:00,AWS,user_116,46.254.10.246,Login,Storage,eu-west-1,success,3224,Password,user,Credential Attack
2026-08-01 04:36:00,Azure,user_176,65.131.87.88,ListResources,Storage,Central India,success,42875,MFA,developer,Normal
2026-08-01 04:39:00,Azure,user_047,72.85.2.121,Login,Compute,East US,success,36105,Password,user,Normal
2026-08-01 04:47:00,GCP,user_181,121.233.214.150,ListResources,IAM,asia-south1,failed,48364,MFA,user,Normal
2026-08-01 04:50:00,Azure,user_120,132.111.209.15,Logout,IAM,East US,success,4197,Password,user,Normal
2026-08-01 04:50:00,AWS,user_060,174.70.77.128,CreateAccessKey,Storage,ap-south-1,failed,6777,Password,user,Credential Attack
2026-08-01 04:51:00,Azure,user_139,86.42.217.123,ListResources,Database,Central India,success,3320,MFA,developer,Normal
2026-08-01 04:52:00,AWS,user_008,112.178.106.172,ListResources,Database,us-east-1,failed,36458,MFA,user,Normal
2026-08-01 04:56:00,AWS,user_167,191.100.118.200,Logout,IAM,ap-south-1,success,30109,Password,user,Normal
2026-08-01 05:00:00,AWS,user_085,180.166.240.137,ListResources,Database,ap-south-1,success,4566,Password,user,Normal
2026-08-01 05:02:00,AWS,user_007,106.2.248.34,CrossCloudLogin,Database,us-east-1,failed,3470198,MFA,developer,Cross-Cloud Attack
2026-08-01 05:03:00,Azure,user_200,28.160.21.75,ReadResource,IAM,East US,failed,32831,Password,developer,Normal
2026-08-01 05:05:00,Azure,user_018,205.249.177.196,Login,IAM,West Europe,success,24625,Password,user,Normal
2026-08-01 05:05:00,Azure,user_123,35.200.213.29,APIRequest,Database,West Europe,failed,2319,Password,user,Normal
2026-08-01 05:08:00,AWS,user_161,122.174.114.87,Logout,Storage,eu-west-1,success,1483,Password,user,Normal
2026-08-01 05:08:00,Azure,user_106,169.116.60.38,ListResources,Storage,West Europe,success,29441,MFA,user,Normal
2026-08-01 05:09:00,AWS,user_121,181.54.150.173,Logout,Database,ap-south-1,failed,33308,MFA,user,Normal
2026-08-01 05:11:00,AWS,user_176,178.64.73.97,Logout,Compute,ap-south-1,success,46366,MFA,developer,Normal
2026-08-01 05:13:00,Azure,user_013,211.149.22.112,LargeDataTransfer,Compute,East US,failed,1086989,MFA,developer,Data Exfiltration
2026-08-01 05:19:00,GCP,user_077,117.135.184.41,ModifyIAMPolicy,Storage,asia-south1,success,9020,Password,admin,Privilege Escalation
2026-08-01 05:19:00,Azure,user_164,58.152.253.245,Logout,Storage,East US,success,4280,MFA,user,Normal
2026-08-01 05:20:00,Azure,user_148,87.131.239.100,Login,IAM,Central India,success,19903,Password,user,Normal
2026-08-01 05:29:00,AWS,user_032,143.103.60.201,CreateAccessKey,Compute,eu-west-1,failed,9120,Password,user,Credential Attack
2026-08-01 05:29:00,GCP,user_188,20.92.102.121,AssumeAdminRole,Database,asia-south1,success,5271,Password,admin,Privilege Escalation
2026-08-01 05:33:00,GCP,user_050,135.25.88.171,Logout,Compute,asia-south1,success,32149,Password,user,Normal
2026-08-01 05:35:00,Azure,user_084,111.163.173.219,DownloadData,Database,East US,failed,2770649,MFA,developer,Data Exfiltration
2026-08-01 05:38:00,Azure,user_096,206.178.36.157,ListResources,Storage,West Europe,failed,32560,Password,developer,Normal
2026-08-01 05:41:00,AWS,user_174,64.49.159.50,Login,Storage,us-east-1,success,2598,MFA,developer,Normal
2026-08-01 05:45:00,AWS,user_092,209.136.111.100,ListResources,Database,eu-west-1,success,32047,Password,user,Normal
2026-08-01 05:46:00,AWS,user_041,96.109.93.233,Login,Compute,eu-west-1,failed,1818,Password,user,Credential Attack
2026-08-01 05:46:00,AWS,user_169,159.142.81.108,AssumeAdminRole,Compute,ap-south-1,success,10249,MFA,admin,Privilege Escalation
2026-08-01 05:46:00,GCP,user_052,112.193.156.121,Logout,Compute,europe-west1,success,9459,Password,developer,Normal
2026-08-01 05:48:00,Azure,user_057,138.20.215.253,ListResources,Database,East US,success,48351,MFA,developer,Normal
2026-08-01 05:50:00,AWS,user_052,142.118.86.173,ReadDatabase,IAM,us-east-1,success,4782785,MFA,developer,Data Exfiltration
2026-08-01 05:51:00,AWS,user_192,38.94.174.181,Logout,Storage,eu-west-1,success,13904,Password,user,Normal
2026-08-01 05:56:00,AWS,user_128,68.16.197.107,Login,Database,us-east-1,success,7084,Password,user,Credential Attack
2026-08-01 05:59:00,GCP,user_194,78.43.22.145,CreateAccessKey,Database,asia-south1,success,7875,Password,admin,Privilege Escalation
2026-08-01 06:05:00,AWS,user_161,19.113.119.134,CreateAccessKey,Storage,ap-south-1,failed,7001,Password,user,Credential Attack
2026-08-01 06:06:00,Azure,user_061,56.244.117.57,CrossCloudResourceAccess,Database,East US,failed,4849100,MFA,developer,Cross-Cloud Attack
2026-08-01 06:09:00,Azure,user_010,99.212.159.117,Login,IAM,East US,success,15432,Password,user,Normal
2026-08-01 06:19:00,GCP,user_125,112.216.27.78,APIRequest,Compute,europe-west1,success,39559,Password,developer,Normal
2026-08-01 06:20:00,AWS,user_031,135.115.11.151,Logout,Database,us-east-1,success,38854,MFA,user,Normal
2026-08-01 06:20:00,AWS,user_057,200.251.211.114,ReadResource,IAM,ap-south-1,success,30432,MFA,user,Normal
2026-08-01 06:24:00,Azure,user_146,130.133.186.4,APIRequest,IAM,East US,success,15262,MFA,user,Normal
2026-08-01 06:25:00,AWS,user_066,103.116.175.185,Login,IAM,ap-south-1,failed,43859,Password,user,Normal
2026-08-01 06:28:00,AWS,user_072,195.87.22.93,ReadDatabase,Database,us-east-1,success,2968309,MFA,developer,Data Exfiltration
2026-08-01 06:31:00,AWS,user_016,185.43.132.235,CreateAccessKey,IAM,ap-south-1,success,12197,MFA,admin,Privilege Escalation
2026-08-01 06:32:00,AWS,user_082,10.215.249.153,APIRequest,Compute,us-east-1,failed,28524,MFA,developer,Normal
2026-08-01 06:33:00,Azure,user_165,151.158.32.241,CreateAccessKey,Database,East US,failed,5834,Password,user,Credential Attack
2026-08-01 06:34:00,Azure,user_188,153.79.71.210,Login,Compute,East US,failed,12390,MFA,developer,Normal
2026-08-01 06:34:00,AWS,user_073,134.97.116.118,ListResources,IAM,ap-south-1,success,34551,Password,developer,Normal
2026-08-01 06:34:00,Azure,user_018,205.122.142.106,APIRequest,IAM,East US,success,24580,Password,user,Normal
2026-08-01 06:35:00,Azure,user_106,130.105.180.126,APIRequest,Compute,East US,success,10892,Password,user,Normal
2026-08-01 06:42:00,GCP,user_082,39.224.117.98,ListResources,Compute,us-central1,success,21136,MFA,developer,Normal
2026-08-01 06:45:00,GCP,user_187,198.128.202.45,APIRequest,Database,asia-south1,success,10361,MFA,user,Normal
2026-08-01 06:45:00,GCP,user_130,16.134.71.97,APIRequest,Storage,us-central1,failed,25420,MFA,developer,Normal
2026-08-01 06:46:00,AWS,user_076,166.247.224.107,Logout,Storage,us-east-1,success,33985,Password,developer,Normal
2026-08-01 06:48:00,AWS,user_150,196.212.226.81,Logout,Compute,us-east-1,failed,28276,Password,user,Normal
2026-08-01 06:52:00,Azure,user_017,14.230.248.49,Login,Compute,East US,failed,29413,MFA,user,Normal
2026-08-01 06:53:00,GCP,user_120,190.156.248.110,APIRequest,Storage,asia-south1,success,1516,Password,user,Normal
2026-08-01 06:55:00,AWS,user_096,158.161.80.165,ListResources,Storage,eu-west-1,success,22077,MFA,user,Normal
2026-08-01 06:55:00,AWS,user_182,51.254.177.134,Logout,Compute,ap-south-1,success,8318,Password,developer,Normal
2026-08-01 07:05:00,GCP,user_156,80.245.203.12,ListResources,Compute,europe-west1,success,37498,MFA,developer,Normal
2026-08-01 07:05:00,GCP,user_011,181.28.17.116,ReadResource,Compute,us-central1,failed,28903,MFA,developer,Normal
2026-08-01 07:06:00,AWS,user_018,207.131.225.204,Logout,Storage,ap-south-1,failed,18092,MFA,user,Normal
2026-08-01 07:07:00,AWS,user_016,152.56.201.12,LargeDataTransfer,Storage,us-east-1,success,1935285,MFA,developer,Data Exfiltration
2026-08-01 07:07:00,AWS,user_129,31.220.146.136,Logout,Compute,eu-west-1,success,22318,MFA,user,Normal
2026-08-01 07:09:00,Azure,user_154,213.48.79.172,Logout,Compute,West Europe,failed,16980,MFA,user,Normal
2026-08-01 07:10:00,GCP,user_075,201.95.224.141,Login,Compute,us-central1,success,22380,Password,user,Normal
2026-08-01 07:11:00,GCP,user_163,215.41.61.56,Login,Storage,asia-south1,success,30597,Password,user,Normal
2026-08-01 07:12:00,Azure,user_017,170.18.252.71,ReadResource,IAM,East US,success,9780,MFA,user,Normal
2026-08-01 07:14:00,Azure,user_078,60.131.58.184,Logout,Database,West Europe,failed,26696,Password,user,Normal
2026-08-01 07:15:00,AWS,user_036,120.224.164.182,APIRequest,Storage,ap-south-1,success,42423,MFA,user,Normal
2026-08-01 07:17:00,Azure,user_040,163.7.241.41,APIRequest,Compute,West Europe,success,249,Password,developer,Normal
2026-08-01 07:18:00,GCP,user_167,202.240.218.28,Logout,IAM,asia-south1,success,43499,Password,user,Normal
2026-08-01 07:25:00,AWS,user_112,210.126.162.190,ListResources,Database,us-east-1,success,25302,Password,user,Normal
2026-08-01 07:27:00,GCP,user_061,95.22.95.58,LargeDataTransfer,IAM,asia-south1,failed,4950020,MFA,developer,Cross-Cloud Attack
2026-08-01 07:31:00,Azure,user_079,186.120.117.3,Logout,Compute,East US,success,19973,MFA,user,Normal
2026-08-01 07:33:00,Azure,user_059,46.242.47.14,APIRequest,Database,West Europe,success,6424,Password,developer,Normal
2026-08-01 07:35:00,Azure,user_021,99.56.3.2,APIRequest,Database,West Europe,success,11732,Password,user,Normal
2026-08-01 07:36:00,GCP,user_035,213.118.31.69,ListResources,Storage,europe-west1,failed,33052,MFA,developer,Normal
2026-08-01 07:37:00,AWS,user_142,40.235.157.56,CrossCloudResourceAccess,Database,eu-west-1,success,2484899,MFA,developer,Cross-Cloud Attack
2026-08-01 07:41:00,AWS,user_120,203.217.42.218,ReadResource,Storage,ap-south-1,success,3713,Password,user,Normal
2026-08-01 07:42:00,Azure,user_120,65.251.34.41,CreateAccessKey,Storage,Central India,success,7962,Password,user,Credential Attack
2026-08-01 07:43:00,AWS,user_073,88.157.36.72,Logout,IAM,us-east-1,success,32504,MFA,developer,Normal
2026-08-01 07:45:00,GCP,user_073,63.73.213.199,APIRequest,Compute,asia-south1,success,8636,MFA,developer,Normal
2026-08-01 07:47:00,AWS,user_012,180.216.108.163,ReadResource,Compute,eu-west-1,failed,42296,Password,user,Normal
2026-08-01 07:50:00,AWS,user_068,59.7.161.200,AssumeAdminRole,Database,us-east-1,success,5140,Password,admin,Privilege Escalation
2026-08-01 07:50:00,AWS,user_029,126.139.138.6,Logout,Database,ap-south-1,success,14121,MFA,user,Normal
2026-08-01 07:51:00,GCP,user_148,157.144.32.212,ReadResource,Compute,europe-west1,failed,40727,MFA,developer,Normal
2026-08-01 07:52:00,GCP,user_025,78.86.151.195,Login,Compute,asia-south1,failed,4754,Password,user,Credential Attack
2026-08-01 07:53:00,Azure,user_122,66.40.116.19,Login,Storage,East US,failed,29994,Password,user,Normal
2026-08-01 07:56:00,GCP,user_022,184.209.82.155,AssumeAdminRole,Database,europe-west1,success,18365,Password,admin,Privilege Escalation
2026-08-01 07:57:00,GCP,user_050,44.193.97.175,LargeDataTransfer,Storage,europe-west1,success,4494927,MFA,developer,Data Exfiltration
2026-08-01 08:02:00,Azure,user_147,54.102.138.109,Login,Database,East US,success,14610,MFA,user,Normal
2026-08-01 08:06:00,AWS,user_138,39.196.227.243,ReadResource,Compute,eu-west-1,success,15964,MFA,developer,Normal
2026-08-01 08:06:00,GCP,user_084,167.28.103.174,CrossCloudResourceAccess,Storage,asia-south1,success,4038028,MFA,developer,Cross-Cloud Attack
2026-08-01 08:07:00,GCP,user_041,156.180.98.184,Logout,Database,us-central1,success,39289,Password,user,Normal
2026-08-01 08:08:00,GCP,user_124,87.210.220.3,Logout,IAM,asia-south1,success,7214,Password,developer,Normal
2026-08-01 08:09:00,GCP,user_049,207.113.146.189,APIRequest,IAM,asia-south1,success,3228,MFA,user,Normal
2026-08-01 08:12:00,AWS,user_010,216.155.247.78,ReadResource,Storage,ap-south-1,success,17817,MFA,user,Normal
2026-08-01 08:15:00,Azure,user_010,67.70.7.174,APIRequest,Compute,East US,success,9570,Password,developer,Normal
2026-08-01 08:18:00,AWS,user_030,82.217.154.214,ListResources,Storage,ap-south-1,success,16274,Password,developer,Normal
2026-08-01 08:22:00,AWS,user_043,169.167.66.7,APIRequest,Database,us-east-1,success,22521,MFA,user,Normal
2026-08-01 08:27:00,AWS,user_139,46.248.178.211,ReadResource,Storage,ap-south-1,success,2129,Password,user,Normal
2026-08-01 08:30:00,AWS,user_188,89.67.255.69,Logout,Database,eu-west-1,success,29967,Password,user,Normal
2026-08-01 08:39:00,GCP,user_154,211.105.207.204,Login,Compute,us-central1,success,18971,MFA,developer,Normal
2026-08-01 08:39:00,GCP,user_178,194.91.34.126,APIRequest,Database,europe-west1,failed,39985,Password,user,Normal
2026-08-01 08:46:00,GCP,user_050,16.174.17.142,Login,IAM,us-central1,failed,46543,MFA,user,Normal
2026-08-01 08:46:00,AWS,user_159,188.55.145.244,Login,IAM,us-east-1,success,29925,Password,developer,Normal
2026-08-01 08:49:00,Azure,user_002,112.51.181.93,ListResources,IAM,East US,success,15031,MFA,developer,Normal
2026-08-01 08:52:00,AWS,user_119,93.98.167.49,ReadResource,Compute,us-east-1,success,40091,MFA,developer,Normal
2026-08-01 08:53:00,AWS,user_004,162.241.4.108,APIRequest,Storage,eu-west-1,success,27651,Password,developer,Normal
2026-08-01 08:57:00,Azure,user_084,167.14.158.129,APIRequest,Storage,East US,failed,24556,Password,user,Normal
2026-08-01 08:58:00,AWS,user_142,36.240.80.191,APIRequest,Storage,eu-west-1,success,15441,MFA,developer,Normal
2026-08-01 09:05:00,Azure,user_075,131.223.100.204,ListResources,Database,Central India,success,26905,MFA,user,Normal
2026-08-01 09:05:00,GCP,user_057,147.18.45.70,Login,IAM,us-central1,failed,26516,Password,developer,Normal
2026-08-01 09:06:00,Azure,user_151,65.20.30.243,APIRequest,Compute,West Europe,failed,27759,Password,user,Normal
2026-08-01 09:07:00,Azure,user_174,218.45.95.140,APIRequest,Compute,East US,success,30488,Password,user,Normal
2026-08-01 09:11:00,Azure,user_194,184.206.105.103,ListResources,Compute,West Europe,success,2186,Password,user,Normal
2026-08-01 09:12:00,GCP,user_112,52.112.34.136,APIRequest,Database,europe-west1,success,44247,MFA,developer,Normal
2026-08-01 09:15:00,Azure,user_032,151.244.188.37,ListResources,Database,West Europe,success,41214,Password,developer,Normal
2026-08-01 09:17:00,Azure,user_179,196.125.46.219,Login,Storage,East US,success,37576,Password,developer,Normal
2026-08-01 09:19:00,GCP,user_072,102.19.6.224,ReadDatabase,Database,europe-west1,success,4634222,MFA,developer,Data Exfiltration
2026-08-01 09:20:00,AWS,user_079,82.83.129.137,ReadResource,IAM,us-east-1,failed,33494,MFA,user,Normal
2026-08-01 09:20:00,GCP,user_032,88.57.28.181,ReadResource,Compute,asia-south1,success,15270,Password,user,Normal
2026-08-01 09:21:00,AWS,user_129,59.129.181.69,CrossCloudLogin,Database,ap-south-1,success,2321393,Password,developer,Cross-Cloud Attack
2026-08-01 09:22:00,GCP,user_135,189.87.74.58,Login,Compute,europe-west1,failed,8408,Password,developer,Normal
2026-08-01 09:23:00,Azure,user_019,36.147.168.63,ListResources,IAM,West Europe,success,49745,MFA,developer,Normal
2026-08-01 09:24:00,Azure,user_128,205.55.231.58,Logout,IAM,East US,success,29300,Password,user,Normal
2026-08-01 09:27:00,Azure,user_172,198.38.141.11,APIRequest,Storage,West Europe,success,39390,Password,developer,Normal
2026-08-01 09:28:00,Azure,user_071,141.245.159.220,ReadResource,IAM,Central India,success,48367,MFA,developer,Normal
2026-08-01 09:29:00,AWS,user_124,186.176.126.186,AssumeAdminRole,Compute,ap-south-1,failed,12929,Password,admin,Privilege Escalation
